mar_rolling_xg,mar_rolling_shots,mar_rolling_goals,mar_rolling_passes,mar_rolling_passes_completed,mar_rolling_progressive,mar_rolling_key_passes,mar_rolling_pressures,mar_rolling_under_pressure,mar_rolling_dribbles,mar_rolling_dribbles_comp,mar_pass_completion_rate,mar_pass_completion_under_pressure,mar_xg_rate,mar_shot_rate,mar_pressure_intensity,mar_progressive_pass_rate,mar_dribble_success_rate,mar_territory_mean_x,mar_cumulative_xg,mar_cumulative_shots,mar_pass_completion_delta,minute,opp_rolling_xg,opp_rolling_shots,opp_rolling_goals,opp_rolling_passes,opp_rolling_passes_completed,opp_rolling_progressive,opp_rolling_key_passes,opp_rolling_pressures,opp_rolling_under_pressure,opp_rolling_dribbles,opp_rolling_dribbles_comp,opp_pass_completion_rate,opp_pass_completion_under_pressure,opp_xg_rate,opp_shot_rate,opp_pressure_intensity,opp_progressive_pass_rate,opp_dribble_success_rate,opp_territory_mean_x,opp_cumulative_xg,opp_cumulative_shots,opp_pass_completion_delta,xg_diff,territory_diff,momentum_index,mar_score,opp_score,score_diff,time_remaining_proxy,match_id,opponent,stage
0.19486658,1.0,0.0,118.0,107.0,36.0,1.0,28.0,81.0,4.0,0.0,0.9067796610169492,0.9047619047619048,0.012991105333333334,0.06666666666666667,1.8666666666666667,0.3050847457627119,0.0,68.57406293037185,0.19486658,1,0.007210877956429829,20,0.0,0.0,0.0,107.0,90.0,28.0,0.0,34.0,82.0,2.0,1.0,0.8411214953271028,0.8095238095238095,0.0,0.0,2.2666666666666666,0.2616822429906542,0.5,31.099759461926464,0.0,0,0.047999329675306956,0.19486658,37.474303468445385,0.1310669564293785,0,0,0,70,3920394,Tanzania,Group Stage
0.19486658,1.0,0.0,111.0,101.0,33.0,1.0,25.0,81.0,5.0,1.0,0.9099099099099099,0.8947368421052632,0.012991105333333334,0.06666666666666667,1.6666666666666667,0.2972972972972973,0.2,67.55991222794529,0.19486658,1,0.010341126849390592,21,0.0,0.0,0.0,102.0,86.0,27.0,0.0,34.0,74.0,2.0,1.0,0.8431372549019608,0.7777777777777778,0.0,0.0,2.2666666666666666,0.2647058823529412,0.5,34.41942612859313,0.0,0,0.05001508925016496,0.19486658,33.14048609935216,0.023279507963964052,0,0,0,69,3920394,Tanzania,Group Stage
0.19486658,1.0,0.0,122.0,112.0,32.0,1.0,23.0,76.0,4.0,1.0,0.9180327868852459,0.8888888888888888,0.012991105333333334,0.06666666666666667,1.5333333333333334,0.26229508196721313,0.25,68.24759866100909,0.19486658,1,0.01846400382472657,22,0.0,0.0,0.0,91.0,77.0,22.0,0.0,32.0,70.0,2.0,1.0,0.8461538461538461,0.8235294117647058,0.0,0.0,2.1333333333333333,0.24175824175824176,0.5,35.932759461926466,0.0,0,0.053031680502050316,0.19486658,32.31483919908263,-0.011722707366120133,0,0,0,68,3920394,Tanzania,Group Stage
0.0,0.0,0.0,107.0,96.0,29.0,0.0,22.0,70.0,4.0,1.0,0.897196261682243,0.8888888888888888,0.0,0.0,1.4666666666666666,0.27102803738317754,0.25,69.31580727778913,0.19486658,1,-0.002372521378276371,23,0.0,0.0,0.0,88.0,75.0,21.0,0.0,28.0,64.0,2.0,1.0,0.8522727272727273,0.8125,0.0,0.0,1.8666666666666667,0.23863636363636365,0.5,37.7810927952598,0.0,0,0.05915056162093146,0.0,31.53471448252933,0.07102803738317753,0,0,0,67,3920394,Tanzania,Group Stage
0.0,0.0,0.0,107.0,96.0,29.0,0.0,22.0,70.0,4.0,1.0,0.897196261682243,0.8888888888888888,0.0,0.0,1.4666666666666666,0.27102803738317754,0.25,70.38401589456916,0.19486658,1,-0.002372521378276371,24,0.0,0.0,0.0,80.0,67.0,19.0,0.0,28.0,64.0,2.0,1.0,0.8375,0.8125,0.0,0.0,1.8666666666666667,0.2375,0.5,39.248394382561386,0.0,0,0.04437783434820419,0.0,31.135621512007774,0.07102803738317753,0,0,0,66,3920394,Tanzania,Group Stage
0.0,0.0,0.0,102.0,91.0,29.0,0.0,23.0,64.0,3.0,1.0,0.8921568627450981,0.8823529411764706,0.0,0.0,1.5333333333333334,0.28431372549019607,0.3333333333333333,70.37647966268511,0.19486658,1,-0.007411920315421261,25,0.0,0.0,0.0,80.0,68.0,20.0,0.0,25.0,63.0,2.0,1.0,0.85,0.8235294117647058,0.0,0.0,1.6666666666666667,0.25,0.5,39.86071894396489,0.0,0,0.05687783434820415,0.0,30.515760718720223,0.21764705882352942,0,0,0,65,3920394,Tanzania,Group Stage
0.0,0.0,0.0,105.0,93.0,31.0,0.0,21.0,67.0,3.0,1.0,0.8857142857142857,0.8823529411764706,0.0,0.0,1.4,0.29523809523809524,0.3333333333333333,67.93226913636933,0.19486658,1,-0.013854497346233674,26,0.0,0.0,0.0,77.0,66.0,21.0,0.0,26.0,56.0,2.0,1.0,0.8571428571428571,0.8666666666666667,0.0,0.0,1.7333333333333334,0.2727272727272727,0.5,42.727894869890825,0.0,0,0.06402069149106127,0.0,25.204374266478503,0.12857142857142856,0,0,0,64,3920394,Tanzania,Group Stage
0.0,0.0,0.0,108.0,94.0,31.0,0.0,22.0,74.0,6.0,3.0,0.8703703703703703,0.9411764705882353,0.0,0.0,1.4666666666666666,0.28703703703703703,0.5,72.6021277222279,0.19486658,1,-0.029198412690149,27,0.0,0.0,0.0,76.0,65.0,21.0,0.0,28.0,60.0,2.0,1.0,0.8552631578947368,0.8666666666666667,0.0,0.0,1.8666666666666667,0.27631578947368424,0.5,41.05747062746658,0.0,0,0.06214099224294101,0.0,31.544657094761327,0.08703703703703702,0,0,0,63,3920394,Tanzania,Group Stage
0.0,0.0,0.0,109.0,95.0,32.0,0.0,21.0,75.0,6.0,3.0,0.8715596330275229,0.9411764705882353,0.0,0.0,1.4,0.29357798165137616,0.5,72.6990166111168,0.19486658,1,-0.02800915003299642,28,0.0,0.0,0.0,62.0,50.0,21.0,0.0,29.0,56.0,1.0,1.0,0.8064516129032258,0.8571428571428571,0.0,0.0,1.9333333333333333,0.3387096774193548,1.0,40.46231696316398,0.0,0,0.013329447251429927,0.0,32.236699647952825,0.026911314984709445,0,0,0,62,3920394,Tanzania,Group Stage
0.414688333,2.0,1.0,96.0,83.0,29.0,0.0,19.0,69.0,6.0,3.0,0.8645833333333334,0.9333333333333333,0.02764588886666667,0.13333333333333333,1.2666666666666666,0.3020833333333333,0.5,76.96573495737003,0.609554913,3,-0.03498544972718598,29,0.0,0.0,0.0,57.0,47.0,19.0,0.0,27.0,52.0,1.0,1.0,0.8245614035087719,0.8461538461538461,0.0,0.0,1.8,0.3333333333333333,1.0,37.083369594742926,0.0,0,0.03143923785697611,0.414688333,39.882365362627105,0.09070844439999992,1,0,1,61,3920394,Tanzania,Group Stage
